tech,year,learning_rate,scenario,Remanufacturing,Manufacturing,Stockpile
solarPV,2035,LR1,scenario_avg_avg_min,45.32249209332471,287.36961472912674,45.68746687690311
solarPV,2040,LR1,scenario_avg_avg_min,45.32249209332471,429.6558527514472,49.09426740557138
solarPV,2025,LR1,scenario_avg_avg_avg,1.0,25.6932,26.7548
solarPV,2030,LR1,scenario_avg_avg_avg,42.285705626459205,130.3370766499192,39.99999999999999
solarPV,2035,LR1,scenario_avg_avg_avg,45.32249209332452,287.3696147291268,45.68746687690307
solarPV,2040,LR1,scenario_avg_avg_avg,45.32249209332452,429.6558527514481,49.09426740557066
solarPV,2025,LR1,scenario_avg_avg_high,1.0,25.6932,26.7548
solarPV,2030,LR1,scenario_avg_avg_high,42.28570562645927,130.33707664991923,39.99999999999999
solarPV,2035,LR1,scenario_avg_avg_high,45.32249209332453,287.36961472912685,45.687466876903095
solarPV,2040,LR1,scenario_avg_avg_high,45.32249209332453,430.6016447959257,48.43746737468369
solarPV,2025,LR1,scenario_avg_high_min,1.0,25.6932,26.7548
solarPV,2030,LR1,scenario_avg_high_min,42.285705626459354,130.33707664991917,40.0
solarPV,2035,LR1,scenario_avg_high_min,45.322492093324705,287.36961472912674,45.68746687690311
solarPV,2040,LR1,scenario_avg_high_min,45.322492093324705,429.25742818719425,49.370951130747024
solarPV,2025,LR1,scenario_avg_high_avg,1.0,25.6932,26.7548
solarPV,2030,LR1,scenario_avg_high_avg,42.28570562645917,130.3370766499192,39.999999999999986
solarPV,2035,LR1,scenario_avg_high_avg,45.32249209332466,287.3696147291268,45.68746687690309
solarPV,2040,LR1,scenario_avg_high_avg,45.32249209332466,429.25742818719436,49.370951130747
solarPV,2025,LR1,scenario_avg_high_high,1.0,25.6932,26.7548
solarPV,2030,LR1,scenario_avg_high_high,42.28570562645937,130.33707664991914,39.99999999999999
solarPV,2035,LR1,scenario_avg_high_high,45.32249209332464,287.3696147291268,45.687466876903095
solarPV,2040,LR1,scenario_avg_high_high,45.32249209332464,429.25742818719436,49.37095113074701
solarPV,2025,LR1,scenario_high_min_min,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_min_min,32.34458674955617,134.59072864991919,40.0000000000001
solarPV,2035,LR1,scenario_high_min_min,41.068840093324646,291.6232667291267,40.0000000000001
solarPV,2040,LR1,scenario_high_min_min,41.068840093324646,440.55610047209797,40.0000000000001
solarPV,2025,LR1,scenario_high_min_avg,1.0,29.946851999999964,22.50114800000005
solarPV,2030,LR1,scenario_high_min_avg,32.34458674955627,134.59072864991919,40.0
solarPV,2035,LR1,scenario_high_min_avg,41.06884009332469,291.6232667291268,40.0
solarPV,2040,LR1,scenario_high_min_avg,41.06884009332469,440.2097366054249,40.0
solarPV,2025,LR1,scenario_high_min_high,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_min_high,32.34458674955614,134.59072864991924,40.00000000000012
solarPV,2035,LR1,scenario_high_min_high,41.068840093324624,291.6232667291268,40.00000000000012
solarPV,2040,LR1,scenario_high_min_high,41.068840093324624,440.61028999091076,40.00000000000012
solarPV,2025,LR1,scenario_high_avg_min,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_avg_min,32.34458674955626,134.59072864991919,40.0
solarPV,2035,LR1,scenario_high_avg_min,41.06884009332474,291.6232667291267,40.0
solarPV,2040,LR1,scenario_high_avg_min,41.06884009332474,433.9095047514417,43.40680052867204
solarPV,2025,LR1,scenario_high_avg_avg,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR1,scenario_high_avg_avg,32.344586749556164,134.5907286499192,40.0000000000001
solarPV,2035,LR1,scenario_high_avg_avg,41.068840093324596,291.6232667291268,40.0000000000001
solarPV,2040,LR1,scenario_high_avg_avg,41.068840093324596,433.909504751447,43.406800528668214
